period,location,plantStateDescription,plant,plantName,rank,coalRankDescription,ash-content,heat-content,price,quantity,sulfur-content,ash-content-units,heat-content-units,price-units,quantity-units,sulfur-content-units
2013,IL,Illinois,709,Harllee Branch,TOT,All,8.71,12594,99.95,139283,1.15,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,709,Harllee Branch,BIT,Bituminous,8.71,12594,99.95,139283,1.15,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,298,Limestone,TOT,All,13.24,7231,84.00999999999999,7997463,0.65,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),988,Tanners Creek,TOT,All,10.02,12538,68.07,538539,1.25,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),708,Hammond,BIT,Bituminous,9.26,12540,113.37,351523,1.08,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),628,Crystal River,BIT,Bituminous,10.05,12121,109.56,1359422,1.14,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OVR,Overseas,568,Bridgeport Station,SUB,Subbituminous,2.0,9205,97.155,319684,0.09,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),564,Stanton Energy Center,TOT,All,9.84,11920,84.75,1542017,1.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,994,AES Petersburg,BIT,Bituminous,8.31,11371,47.63,4948846,2.89,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),663,Deerhaven Generating Station,TOT,All,10.65,12384,94.28,124885,0.94,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),663,Deerhaven Generating Station,TOT,All,10.65,12384,94.28,124885,0.94,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),645,Big Bend,TOT,All,7.76,12140,78.77,2358535,3.08,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,645,Big Bend,TOT,All,7.76,12140,78.77,2358535,3.08,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,602,Brandon Shores,BIT,Bituminous,9.17,12772,80.76333333333334,1901926,1.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),602,Brandon Shores,BIT,Bituminous,9.17,12772,82.75666666666666,1901926,1.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,564,Stanton Energy Center,TOT,All,9.84,11920,84.75,1542017,1.7,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6641,Independence (AR),SUB,Subbituminous,5.28,8681,44.2,5910253,0.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,6639,R D Green,BIT,Bituminous,9.96,11274,46.15,1376431,3.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,7213,Clover,BIT,Bituminous,11.5,12325,80.17,2197092,1.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6193,Harrington,TOT,All,4.75,8902,32.49,3104720,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),8042,Belews Creek,TOT,All,9.92,12342,93.8,4129413,1.47,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),8042,Belews Creek,TOT,All,9.92,12342,93.8,4129413,1.47,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),6166,Rockport,BIT,Bituminous,12.04,12051,71.6,993991,0.89,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,UT,Utah,6165,Hunter,TOT,All,10.93,11390,43.01,4052938,0.59,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6257,Scherer,SUB,Subbituminous,4.67,8580,41.37,12054132,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,TX,Texas,7030,Twin Oaks Power One,TOT,All,16.61,6853,58.86666666666666,1749507,0.96,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,TX,Texas,7030,Twin Oaks Power One,LIG,Lignite,16.61,6853,76.36333333333333,1749507,0.96,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OVR,Overseas,7242,Polk,TOT,All,7.58,11774,93.86,140981,0.73,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),6823,D B Wilson,BIT,Bituminous,8.4,11501,46.45,1209854,3.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6772,Hugo,TOT,All,4.69,8470,37.81,1631868,0.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,7213,Clover,TOT,All,11.5,12325,80.17,2197092,1.02,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,TX,Texas,6147,Monticello,LIG,Lignite,16.04,6319,83.35,1027813,0.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,6705,Warrick,BIT,Bituminous,10.87,10967,86.53,2584542,3.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),6249,Winyah,BIT,Bituminous,11.27,12137,89.71,941253,1.51,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,TN,Tennessee,6249,Winyah,BIT,Bituminous,11.27,12137,89.71,941253,1.51,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6248,Pawnee,TOT,All,4.82,8416,23.31,1973383,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6664,Louisa,TOT,All,4.96,8560,30.79,2313235,0.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,TX,Texas,6648,Sandow No 4,LIG,Lignite,20.18,6326,37.495000000000005,7227204,1.26,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6641,Independence (AR),TOT,All,5.28,8681,44.2,5910253,0.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,6264,Mountaineer,BIT,Bituminous,10.71,12161,61.46,2163636,3.54,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,56319,Wygen 2,SUB,Subbituminous,5.76,8062,14.19,513157,0.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,56068,Elm Road Generating Station,TOT,All,7.15,12394,77.33,1204834,1.84,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),56068,Elm Road Generating Station,TOT,All,7.15,12394,77.33,1204834,1.84,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),56068,Elm Road Generating Station,BIT,Bituminous,7.6,12997,84.08,1032599,2.11,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),10678,AES Warrior Run Cogeneration Facility,TOT,All,22.98,10895,75.94749999999999,707950,1.75,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,50835,TES Filer City Station,SUB,Subbituminous,4.7,8795,67.815,56995,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,8846,Conemaugh Fuels LLC,BIT,Bituminous,10.25,12519,59.6825,4091749,2.69,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,UT,Utah,8224,North Valmy,BIT,Bituminous,13.4,10457,51.55,35786,0.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,NM,New Mexico,8223,Springerville,TOT,All,9.62,9102,36.66,5995125,0.62,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,ND,North Dakota,8222,Coyote,TOT,All,7.65,6989,22.25,2085719,0.78,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAA,Pennsylvania (Anthracite),54634,St Nicholas Cogen Project,TOT,All,63.2,3616,25.068,1483137,0.46,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MD,Maryland,10678,AES Warrior Run Cogeneration Facility,BIT,Bituminous,20.72,11252,27.886000000000003,643848,1.78,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,10671,AES Shady Point LLC,TOT,All,14.82,9285,30.704,1100918,0.66,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,54081,Spruance Genco LLC,TOT,All,8.02,13006,33.522000000000006,362963,0.86,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MT,Montana,10075,Taconite Harbor Energy Center,SUB,Subbituminous,4.96,9100,36.34,523844,0.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),10071,Portsmouth Genco LLC,TOT,All,7.45,12725,42.044285714285714,20880,0.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),10071,Portsmouth Genco LLC,BIT,Bituminous,7.45,12725,47.74857142857143,20880,0.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),10071,Portsmouth Genco LLC,BIT,Bituminous,7.45,12725,53.45285714285714,20880,0.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),10043,Logan Generating Company LP,TOT,All,9.16,12709,59.15714285714286,343093,1.61,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),10043,Logan Generating Company LP,BIT,Bituminous,9.16,12709,64.86142857142858,343093,1.61,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),54035,Roanoke Valley Energy Facililty I,TOT,All,8.67,12723,70.56571428571428,523795,1.16,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),52007,Mecklenburg Power Station,TOT,All,11.09,12438,76.27,194047,0.91,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),8865,Alicia Dock,BIT,Bituminous,7.98,13083,71.25,312366,2.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,8827,IMT Transfer,BIT,Bituminous,8.53,11610,66.23,2713624,2.93,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),8827,IMT Transfer,BIT,Bituminous,8.53,11610,66.23,2713624,2.93,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),8226,Cheswick Power Plant,BIT,Bituminous,10.38,12143,59.135000000000005,1166797,3.57,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),10151,Grant Town Power Plant,TOT,All,35.1,7505,52.040000000000006,607172,1.95,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6178,Coleto Creek,SUB,Subbituminous,5.46,8858,44.945,2583198,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6170,Pleasant Prairie,SUB,Subbituminous,5.4,8507,37.85,4526135,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),6639,R D Green,TOT,All,9.96,11274,46.15,1376431,3.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,6018,East Bend,BIT,Bituminous,8.58,11421,51.85,1741221,3.07,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,4125,Manitowoc,SUB,Subbituminous,4.5,9032,44.18,3560,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),6085,R M Schahfer,BIT,Bituminous,8.51,11141,56.8,1737968,2.99,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,6085,R M Schahfer,TOT,All,6.7,9973,49.76,3616867,1.58,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6077,Gerald Gentleman,TOT,All,5.13,8532,21.13,5401382,0.27,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,6016,Duck Creek,BIT,Bituminous,9.25,10543,59.03,354992,3.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,UT,Utah,3399,Cumberland (TN),BIT,Bituminous,8.88,11939,57.84,5842980,2.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),3935,John E Amos,BIT,Bituminous,10.76,12352,67.08,5358613,2.42,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,4072,Pulliam,TOT,All,5.08,8892,49.7,647150,0.22,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),3407,Kingston,TOT,All,6.59,10162,57.44,2120908,1.45,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,3407,Kingston,SUB,Subbituminous,5.27,8847,48.22,1221626,0.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,CO,Colorado,4042,Valley (WI),BIT,Bituminous,5.42,10190,75.6,440733,0.38,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,3406,Johnsonville,TOT,All,5.94,9581,44.24,1575715,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),6031,Killen Station,BIT,Bituminous,8.14,11481,49.5,1550987,2.82,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),3399,Cumberland (TN),BIT,Bituminous,8.88,11939,57.84,5842980,2.33,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),6019,W H Zimmer,BIT,Bituminous,8.91,11960,50.7,3817960,3.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,6018,East Bend,TOT,All,8.58,11421,51.85,1741221,3.07,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),3809,Yorktown,BIT,Bituminous,9.08,12776,94.97,285760,1.37,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),3803,Chesapeake,TOT,All,10.99,12209,94.25,631785,1.03,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,6071,Trimble County,TOT,All,8.46,11159,51.89,3124289,2.78,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),3935,John E Amos,BIT,Bituminous,10.76,12352,67.08,5358613,2.42,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),8851,Associated Terminals,BIT,Bituminous,8.34,11479,53.099999999999994,515897,2.95,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,8848,Ceredo,TOT,All,8.31,12800,39.12,1234724,2.79,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),8848,Ceredo,BIT,Bituminous,8.31,12800,25.14,1234724,2.79,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,56609,Dry Fork Station,TOT,All,5.0,8018,11.16,1993629,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,8846,Conemaugh Fuels LLC,TOT,All,10.65,12396,56.72500000000001,4221184,2.66,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,2721,James E. Rogers Energy Complex,BIT,Bituminous,9.95,12189,102.29,2129920,2.14,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2718,G G Allen,TOT,All,12.28,11346,93.92,381087,1.54,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2718,G G Allen,BIT,Bituminous,12.28,11346,93.92,381087,1.54,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1740,River Rouge,BIT,Bituminous,8.85,12622,80.39,183095,1.11,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),1743,St Clair,BIT,Bituminous,8.13,12991,78.59,246541,2.2,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2727,Marshall (NC),BIT,Bituminous,9.77,12428,97.76,3326588,1.79,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),1363,Cane Run,BIT,Bituminous,10.17,11086,48.17,1193549,2.52,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),1356,Ghent,TOT,All,9.99,11266,49.76,6185463,3.06,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2721,James E. Rogers Energy Complex,BIT,Bituminous,9.95,12189,102.29,2129920,2.14,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,2107,Sioux,BIT,Bituminous,8.23,11084,57.53,233877,3.11,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,CO,Colorado,1830,James De Young,TOT,All,6.33,10499,81.89,64532,0.43,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,3944,FirstEnergy Harrison Power Station,TOT,All,12.63,12472,93.42666666666666,5461751,3.45,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),3944,FirstEnergy Harrison Power Station,BIT,Bituminous,12.63,12472,104.96333333333334,5461751,3.45,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),3287,McMeekin,BIT,Bituminous,7.71,13072,116.5,299921,0.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,3181,FirstEnergy Mitchell Power Station,TOT,All,14.36,11717,103.364,386378,3.13,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),3181,FirstEnergy Mitchell Power Station,BIT,Bituminous,14.36,11717,90.228,386378,3.13,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),3181,FirstEnergy Mitchell Power Station,BIT,Bituminous,14.36,11717,77.092,386378,3.13,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,2408,PSEG Mercer Generating Station,BIT,Bituminous,12.05,12957,63.955999999999996,80689,1.58,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),2828,Cardinal,TOT,All,9.34,12438,50.82,3747333,3.52,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,3470,W A Parish,TOT,All,5.46,8347,76.105,8626619,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,6052,Wansley,BIT,Bituminous,8.19,12028,101.39,1557985,1.47,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,6052,Wansley,BIT,Bituminous,8.19,12028,101.39,1557985,1.47,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OK,Oklahoma,2094,Sibley,TOT,All,5.38,8999,36.09,1425797,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),1554,Herbert A Wagner,BIT,Bituminous,11.76,12293,43.11,601768,0.82,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),1745,Trenton Channel,TOT,All,5.41,9354,50.13,1825724,0.52,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1379,Shawnee,SUB,Subbituminous,5.27,8851,32.94,2129691,0.3,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2712,Roxboro,BIT,Bituminous,9.96,12371,90.72,3847055,1.38,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,3393,Allen Steam Plant,SUB,Subbituminous,4.74,8815,34.78,2573691,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,1374,Elmer Smith,TOT,All,10.48,10865,43.39,1355474,3.5,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),3149,PPL Montour,BIT,Bituminous,8.77,12763,69.525,2949364,2.68,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),1733,Monroe (MI),BIT,Bituminous,8.32,12712,95.66,1583092,1.5,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVN,West Virginia (Northern),2364,Merrimack,TOT,All,7.67,12998,111.32,587846,2.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,3140,PPL Brunner Island,TOT,All,9.44,12660,104.53999999999999,2787783,2.84,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),2727,Marshall (NC),BIT,Bituminous,9.77,12428,97.76,3326588,1.79,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,UT,Utah,2324,Reid Gardner,TOT,All,12.18,10823,62.19,446082,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,UT,Utah,2324,Reid Gardner,BIT,Bituminous,12.18,10823,62.19,446082,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,2076,Asbury,TOT,All,4.82,8910,40.47,637038,0.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,CO,Colorado,2049,Jack Watson,TOT,All,9.59,11661,86.6,1135392,2.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1393,R S Nelson,TOT,All,5.39,8690,45.17,1962663,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),1385,Dale,TOT,All,8.12,12431,81.8,60751,0.89,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),3796,Bremo Bluff,TOT,All,10.6,12654,88.6,79628,0.8,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1047,Lansing,TOT,All,5.34,8774,25.36,636801,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,3297,Wateree,BIT,Bituminous,8.37,12849,101.59,1151251,1.36,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),3287,McMeekin,TOT,All,7.71,13072,116.5,299921,0.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,VA,Virginia,3287,McMeekin,TOT,All,7.71,13072,116.5,299921,0.74,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),3954,Mt Storm,BIT,Bituminous,13.85,12244,61.78,3735859,1.88,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1733,Monroe (MI),SUB,Subbituminous,5.12,8873,45.5,6201857,0.26,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),1723,J R Whiting,TOT,All,5.42,9042,51.15,982449,0.29,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,2843,Picway,TOT,All,8.5,11900,82.59,5416,2.36,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IN,Indiana,2832,Miami Fort,BIT,Bituminous,9.55,11768,49.23,3751294,3.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),2832,Miami Fort,BIT,Bituminous,9.55,11768,49.23,3751294,3.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,2832,Miami Fort,BIT,Bituminous,9.55,11768,49.23,3751294,3.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,6064,Nearman Creek,SUB,Subbituminous,5.48,8472,31.86,784644,0.28,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MO,Missouri,1241,La Cygne,TOT,All,5.54,8913,34.34,4373044,0.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,2240,Lon Wright,SUB,Subbituminous,5.57,8818,30.17,318663,0.36,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,2167,New Madrid,TOT,All,4.53,8794,27.66,4670386,0.21,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MT,Montana,2161,James River Power Station,TOT,All,5.21,8960,41.81,320417,0.23,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),1573,Morgantown Generating Plant,TOT,All,7.65,12955,64.205,1602505,1.95,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,IL,Illinois,2049,Jack Watson,BIT,Bituminous,9.59,11661,86.6,1135392,2.41,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MT,Montana,1943,Hoot Lake,TOT,All,4.5,9184,40.92,486112,0.36,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,1893,Clay Boswell,TOT,All,4.91,9036,28.44,4285314,0.32,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),1573,Morgantown Generating Plant,BIT,Bituminous,7.65,12955,38.25666666666667,1602505,1.95,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,1573,Morgantown Generating Plant,BIT,Bituminous,7.65,12955,48.07333333333334,1602505,1.95,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),1383,Robert A Reid,TOT,All,7.8,12295,57.89,7135,3.1,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYE,Kentucky (East),1381,Kenneth C Coleman,TOT,All,9.65,11504,55.51,1567829,2.94,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,2549,C R Huntley Generating Station,SUB,Subbituminous,5.17,8906,54.92,538293,0.25,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WY,Wyoming,2838,FirstEnergy Lake Shore,TOT,All,5.64,8830,54.33,159393,0.34,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),3149,PPL Montour,TOT,All,8.77,12763,53.739999999999995,2949364,2.68,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,MT,Montana,1720,J C Weadock,TOT,All,6.7,9364,53.15,989164,0.42,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,WVS,West Virginia (Southern),1710,J H Campbell,TOT,All,5.14,8930,50.15,4225854,0.24,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,OH,Ohio,2836,Avon Lake,BIT,Bituminous,7.85,12987,49.86,1012151,2.01,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,PAB,Pennsylvania (Bituminous),2836,Avon Lake,BIT,Bituminous,7.85,12987,49.57,1012151,2.01,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
2013,KYW,Kentucky (West),2830,Walter C Beckjord,BIT,Bituminous,8.76,11819,49.28,1169968,2.59,percent by weight,Btu per pound,average dollars per ton,tons,percent by weight
